Furn_Id,Special Events,Bought,DIY,Found
9NcRAwMhgZQhSmTKA,FALSE,TRUE,FALSE,TRUE
PFDKfsfZvHBWmR4rh,FALSE,TRUE,FALSE,TRUE
tf7tuJbkg6QRvZLiQ,FALSE,TRUE,FALSE,TRUE
KaE9hHGdHEG5a4ZXB,FALSE,TRUE,FALSE,TRUE
RGoKqruNBwP9ptwhD,FALSE,TRUE,FALSE,TRUE
e2Ay6Er66ZKGsxQq8,FALSE,TRUE,FALSE,TRUE
P9WrpxcjWbSE2tMff,FALSE,TRUE,FALSE,TRUE
AnJMEYY3Sq8ztgZLr,FALSE,TRUE,FALSE,TRUE
L4YAHZFQDr5oqbgr9,FALSE,TRUE,FALSE,TRUE
CTDPimSvents862wR,FALSE,TRUE,FALSE,TRUE
khYcTbLxFCNyQW6NY,FALSE,TRUE,FALSE,TRUE
bf5ixLR4teRzNPv7n,FALSE,TRUE,FALSE,TRUE
3m4ss2vhuXb8xuPJJ,FALSE,TRUE,FALSE,TRUE
dt9Xyquyvv5hDKkva,FALSE,TRUE,FALSE,TRUE
Qe2XjBGw5rPJubnd7,FALSE,TRUE,FALSE,TRUE
3xfiSatMq2oznqATL,FALSE,TRUE,FALSE,TRUE
oXnHqjdPy8h67dBNA,FALSE,TRUE,FALSE,TRUE
9Fh8KaoZoZk3X5fdh,FALSE,TRUE,FALSE,TRUE
PcYFdZMzmNBquo6G4,FALSE,TRUE,FALSE,TRUE
Tp6zrKyinYeBiTXPi,FALSE,TRUE,FALSE,TRUE
3QmXoP3kpPnpc7iyh,FALSE,TRUE,FALSE,TRUE
QAtdxb27ZvSBLs6r3,FALSE,TRUE,FALSE,TRUE
p3kGt6hYz7vGyZnM9,FALSE,TRUE,FALSE,TRUE
rTLYHFcFnnLAxY9yp,FALSE,TRUE,FALSE,TRUE
mdnCPHWDrRHSN7n7Y,TRUE,FALSE,TRUE,FALSE
9rZRT4JCgiWjhcKro,TRUE,FALSE,TRUE,FALSE
W9WAzyxvZXTtRrLAL,TRUE,FALSE,TRUE,FALSE
ARxQfuhLQMMwLK5zc,FALSE,FALSE,TRUE,FALSE
dB8XkZvWGRDSHS2Ry,FALSE,FALSE,TRUE,FALSE
H37KWzJ8tAdiqRdcJ,FALSE,FALSE,TRUE,FALSE
kJbKmbsBRn9xiu2o3,FALSE,FALSE,TRUE,FALSE
vKZdGLE9JrxX9K4Bn,FALSE,FALSE,TRUE,FALSE
pTkQt7Aph6StWqSgX,FALSE,FALSE,TRUE,FALSE
w7j9E86xNNQ5kSnrM,FALSE,TRUE,FALSE,TRUE
JXnrPfBhZSX353JYM,FALSE,TRUE,FALSE,TRUE
4refyJMEyTEANwF2C,FALSE,TRUE,FALSE,TRUE
FfwsgEDa7yWqDMztz,FALSE,TRUE,FALSE,TRUE
6cTZE43QdMv5xQbAe,FALSE,TRUE,FALSE,TRUE
WeTDRJAvKXmTFpZLZ,FALSE,TRUE,FALSE,TRUE
T8btpFoRBR2MF9M44,FALSE,TRUE,FALSE,TRUE
6Ba5KcWpRFuTCKP2S,FALSE,TRUE,FALSE,TRUE
nq45QwfcFocFND6yP,FALSE,TRUE,FALSE,TRUE
QBtBqZfN2vfJbe3TE,FALSE,TRUE,FALSE,TRUE
ruAaaHc3tdYuqBi7f,FALSE,TRUE,FALSE,TRUE
ZDpvHRk4MPmpnMjpP,FALSE,TRUE,FALSE,TRUE
kjG4jegbbauXpt7FW,FALSE,TRUE,FALSE,TRUE
yek4ZsQMYgpntCovw,FALSE,TRUE,FALSE,TRUE
sbgK84SGbat5jxKMR,FALSE,TRUE,FALSE,TRUE
pZAx76tduTmLH7mZw,FALSE,TRUE,FALSE,TRUE
iRWmuneQrXGEwHWWg,FALSE,TRUE,FALSE,TRUE
oyCJQHBWZPnKHtJw3,FALSE,FALSE,TRUE,FALSE
FxWT49hFwfwCs89FZ,FALSE,FALSE,TRUE,FALSE
5ijmxpyyoHK8QGdFn,FALSE,FALSE,TRUE,FALSE
9uFNQPxDzpG3fSqkK,FALSE,FALSE,TRUE,FALSE
Fk5H349YAQ4tmo7wi,FALSE,FALSE,TRUE,FALSE
7T6ZZSQSeEKLkJoPW,FALSE,TRUE,FALSE,TRUE
MddTaK2Fp5EEi2JRx,FALSE,TRUE,FALSE,TRUE
6oxsBNTrGjH9F3v86,FALSE,TRUE,FALSE,TRUE
wAqJ6dPrpZjkas5DQ,FALSE,TRUE,FALSE,TRUE
3Z6RxYv5S3MN3L4Xt,FALSE,TRUE,FALSE,TRUE
2RWTEJdXXiP8qEmAe,FALSE,TRUE,FALSE,TRUE
QufzYA49JBsMH5ugW,FALSE,TRUE,FALSE,TRUE
e2PoQ963EkHdnR9Gh,FALSE,TRUE,FALSE,TRUE
BEs85a3zkwegASuCm,FALSE,TRUE,FALSE,TRUE
CETab9qadQH7DuR24,FALSE,TRUE,FALSE,TRUE
i48gjmGQCjTFtsffB,FALSE,TRUE,FALSE,TRUE
vw9DarP73xCqTHm6i,FALSE,TRUE,FALSE,TRUE
njtwJ2XoPgkvdfhuz,FALSE,TRUE,FALSE,TRUE
ruXYYTwLnkDh6GxNL,FALSE,TRUE,FALSE,TRUE
KKHLamBNiboMy49fp,FALSE,TRUE,FALSE,TRUE
nWhxKBPxDJg5GBWYK,FALSE,TRUE,FALSE,TRUE
2fvMZtzN6vw4sHxSK,FALSE,TRUE,FALSE,TRUE
htsp838zt3prgkoNo,FALSE,TRUE,FALSE,TRUE
h9YhnWJABFKin2PW8,FALSE,TRUE,FALSE,TRUE
P3c6RxCHxY96HbG93,FALSE,TRUE,FALSE,TRUE
zXSvmZowqMXqqr4WY,FALSE,TRUE,FALSE,TRUE
aFi7Nk8YGWeoizzqu,FALSE,TRUE,FALSE,FALSE
afCrPaE2EC3gechDH,FALSE,TRUE,FALSE,FALSE
4p7rhWsq8uZteaxAJ,FALSE,TRUE,FALSE,FALSE
CtsKDmbg6y7TFtskj,FALSE,TRUE,FALSE,FALSE
JrCEBHapHgPh4ftpm,FALSE,TRUE,FALSE,FALSE
yCgStadyo3Zc8SKdg,FALSE,FALSE,TRUE,FALSE
JqxaNSF7fQmG8NZFK,FALSE,FALSE,TRUE,FALSE
eKtmhPuuzjsWAHa5z,FALSE,FALSE,TRUE,FALSE
CazDjtQjPatsHQcGE,FALSE,TRUE,FALSE,FALSE
f9hTzDcwC4RX9xPxZ,FALSE,TRUE,FALSE,FALSE
yPLp7pycmRXoekqXh,FALSE,TRUE,FALSE,FALSE
ZRd7rA38D9gF5NJDL,TRUE,FALSE,TRUE,FALSE
Q9onKzC2L9Sx4fKvc,TRUE,FALSE,TRUE,FALSE
HvpRb7MuCdy2Zzz5b,TRUE,FALSE,TRUE,FALSE
D8YEuyBhvk3YNRWQc,TRUE,FALSE,TRUE,FALSE
EsjzgZ4DDNgr3dScK,TRUE,FALSE,TRUE,FALSE
9Sb3ACfFchJLoE3XH,TRUE,FALSE,TRUE,FALSE
zYqdAy8vDY5bjLv99,TRUE,FALSE,TRUE,FALSE
aNyRfrtcyv2wwMSro,TRUE,FALSE,TRUE,FALSE
T8S2qTcQ28PdMLM6v,FALSE,TRUE,FALSE,TRUE
7oGbfEoXchzDxM5SS,FALSE,TRUE,FALSE,TRUE
K5FhQSSavu5SrALAa,FALSE,TRUE,FALSE,TRUE
yNZorpxoxW3c8YWSt,FALSE,TRUE,FALSE,TRUE
NThCMdhEzLbbSn3kj,FALSE,TRUE,FALSE,TRUE
tzs3akhvQFrFhudEy,FALSE,TRUE,FALSE,TRUE
tivvvrJXKiyvYowQM,FALSE,TRUE,FALSE,TRUE
rQxNbx7Kk7iRvobGt,FALSE,TRUE,FALSE,TRUE
YxDzqSq6daZPv5GcZ,FALSE,TRUE,FALSE,TRUE
w6sh3NFWzPMnuHfBg,FALSE,TRUE,FALSE,TRUE
ELzLX57L77astbxHb,FALSE,TRUE,FALSE,TRUE
PSXCm8csqXToGmMse,FALSE,TRUE,FALSE,TRUE
n2bTZfj9XMoCRsC4T,FALSE,TRUE,FALSE,TRUE
mcMvwCgMoeD4oCst5,FALSE,TRUE,FALSE,TRUE
WgzffyCcHib4YkRTP,FALSE,TRUE,FALSE,TRUE
a5RzgbET6vvZauvgt,FALSE,TRUE,FALSE,TRUE
cJTc4gavXjcqikmBH,FALSE,TRUE,FALSE,TRUE
Too8dDarzLpdR47GE,FALSE,TRUE,FALSE,TRUE
j9z8Bvu9PaRZd7Ruk,FALSE,TRUE,FALSE,TRUE
iwKrz5CXjNaB5WTCr,FALSE,TRUE,FALSE,TRUE
95nrQB2ZGnRfoge7E,FALSE,TRUE,FALSE,TRUE
cRNoeh9pN7JAk8wLJ,FALSE,TRUE,FALSE,TRUE
EPahiFHfus98vyZAd,FALSE,TRUE,FALSE,TRUE
M2TTTAJWjYfRb62Nt,FALSE,TRUE,FALSE,TRUE
9CKbxigdABfRndNSQ,FALSE,TRUE,FALSE,TRUE
FuzPgbonXH2BjR6dk,FALSE,TRUE,FALSE,TRUE
kPoFsiCopPMetatPx,FALSE,TRUE,FALSE,TRUE
PXHLJG2iXW5XzpYtK,FALSE,TRUE,FALSE,TRUE
ZS8rtdEHSnexAEFnA,FALSE,TRUE,FALSE,TRUE
vDBt83QLRMk4AdkPT,FALSE,TRUE,FALSE,TRUE
y2sCDMvPCTJQz6QB3,FALSE,TRUE,FALSE,TRUE
vscpbHbALbpFEieSN,FALSE,TRUE,FALSE,TRUE
djiF4M7fGjwE6XLTf,FALSE,TRUE,FALSE,TRUE
o6EDSRzFFEdTedXLq,FALSE,TRUE,FALSE,TRUE
oziGuTvYns2yXdJLr,FALSE,TRUE,FALSE,TRUE
wHaafZ5eGnuiMD3ad,FALSE,TRUE,FALSE,TRUE
ognKckZTzCmr6djym,FALSE,TRUE,FALSE,TRUE
N2jvtPa6kEdTW9zqH,FALSE,TRUE,FALSE,TRUE
kT76B2eYgPGYqEvps,FALSE,TRUE,FALSE,TRUE
bpg2z9qk9GQSgRrtm,FALSE,TRUE,FALSE,TRUE
RZ87yXKzNe2rnjwP4,FALSE,TRUE,FALSE,TRUE
rYmN3AFFM2HtX73x7,FALSE,TRUE,FALSE,TRUE
bHqYyWTof37iJvDT3,FALSE,TRUE,FALSE,TRUE
wSzi2xysZptpApt87,FALSE,TRUE,FALSE,TRUE
2TDteYcGh5SnzWxnd,FALSE,TRUE,FALSE,TRUE
SknqGT4FeJekEdPGQ,FALSE,TRUE,FALSE,TRUE
vZfjrbssxQJhN7roR,FALSE,TRUE,FALSE,TRUE
EFWmm2a9CeQMF7AFc,FALSE,TRUE,FALSE,TRUE
xqytxgbx8zNqFiDZM,FALSE,TRUE,FALSE,TRUE
GJQFFDJKFejKfA9xq,FALSE,FALSE,TRUE,FALSE
XvJFQJM3r4yNFjwGN,FALSE,FALSE,TRUE,FALSE
o7hMYnmEGrGCPg5Rv,FALSE,FALSE,TRUE,FALSE
2MnDaLRfQG5eLGZbD,FALSE,TRUE,FALSE,TRUE
A9cDRxPhu8yWgCr7C,FALSE,TRUE,FALSE,TRUE
w37n9KYeeaGNAoFYb,FALSE,TRUE,FALSE,TRUE
83zCf7bzjyFMqZKup,FALSE,TRUE,FALSE,TRUE
RMtNaXQoqyADS8idD,FALSE,TRUE,FALSE,TRUE
5GMk9Eidy3cKP8WkN,FALSE,TRUE,FALSE,TRUE
m6Me3BvsHzRzR5upL,FALSE,TRUE,FALSE,TRUE
96sTBmcSY36Ax3QJa,FALSE,TRUE,FALSE,TRUE
9Deo8xM6R66FpL3WL,FALSE,TRUE,FALSE,TRUE
srRpFxWJFygKXRrdR,FALSE,TRUE,FALSE,TRUE
x5GwXq5LzjiubcqM4,FALSE,TRUE,FALSE,TRUE
nb3G2Mm6344cM53Wv,FALSE,TRUE,FALSE,TRUE
kmhga6uEKfSWKJF3X,FALSE,TRUE,FALSE,TRUE
E9GaNivENumhacvCt,FALSE,TRUE,FALSE,TRUE
CZNCDitwhehpnBbTw,FALSE,TRUE,FALSE,TRUE
yb89cGYFQDaxpNHMn,FALSE,TRUE,FALSE,TRUE
wEug3j5QZzkbwdGwy,FALSE,TRUE,FALSE,TRUE
PBzuSHvXHuTdym5Be,FALSE,FALSE,TRUE,FALSE
Hz4JHYYtXD3CSJBCE,FALSE,FALSE,TRUE,FALSE
vYNvgJKCoa4SkyTPA,FALSE,FALSE,TRUE,FALSE
wyiYBTZcyEBMymtLs,FALSE,FALSE,TRUE,FALSE
6pPenvDaQzLmMrqzw,FALSE,FALSE,TRUE,FALSE
SgTcYAsaDkGv9vX44,FALSE,FALSE,TRUE,FALSE
2mNpm4xzP6xHcAPXE,FALSE,TRUE,FALSE,TRUE
hNYoSnjSnZGuLWd2o,FALSE,TRUE,FALSE,TRUE
q2vkRxfDP6A3KmQid,FALSE,TRUE,FALSE,TRUE
seQZt6tA8oALQriPR,FALSE,TRUE,FALSE,TRUE
myGatkpAgZXCAQW7Y,FALSE,TRUE,FALSE,TRUE
DEzrDq45gQo6yhZma,FALSE,TRUE,FALSE,TRUE
9rEvCpCeht9DagD3n,FALSE,TRUE,FALSE,TRUE
eL3qJfLk5XvyxvjMA,FALSE,TRUE,FALSE,TRUE
XgWMYcuvu9zobZ2Gb,FALSE,TRUE,FALSE,TRUE
HhkuSM9FphmuNYuYA,FALSE,TRUE,FALSE,TRUE
xpPxzxjE4Hi4zDapv,FALSE,TRUE,FALSE,TRUE
pwnTCwwHa9yhEB2iP,FALSE,TRUE,FALSE,TRUE
MDsR3rGxvosKLuzbq,FALSE,TRUE,FALSE,TRUE
nuqvkq2qjJxZqTJuC,FALSE,TRUE,FALSE,TRUE
xgYWbbw3NZS2oYkjj,FALSE,TRUE,FALSE,TRUE
7h3zhzcKg7WZAhqGr,FALSE,TRUE,FALSE,TRUE
uyWruC6nWFxAWt6gh,FALSE,TRUE,FALSE,TRUE
469XQtDweTA3DmEeZ,FALSE,TRUE,FALSE,TRUE
Y96wR5hkMNag3bXjL,FALSE,TRUE,FALSE,TRUE
z3onHAes7ps8wf7dG,FALSE,TRUE,FALSE,TRUE
WkhhEXSBa7KTabDXE,FALSE,TRUE,FALSE,TRUE
97zfdXJumGBTikYhi,FALSE,TRUE,FALSE,TRUE
dSForS9ggvRKsra4G,FALSE,TRUE,FALSE,TRUE
j63qSZPh5GAMH34uB,FALSE,TRUE,FALSE,TRUE
3SQc2vm2LBrxzBrex,FALSE,TRUE,FALSE,TRUE
eoQ4LYwXxLY3NjrgM,FALSE,TRUE,FALSE,TRUE
djTeARFmJZDto9Cev,FALSE,TRUE,FALSE,TRUE
dcHRcHCpuR5D4JK4J,FALSE,TRUE,FALSE,TRUE
89WRQ5pEBoJXrCJvr,FALSE,TRUE,FALSE,TRUE
kzNboPzF3sXfdhaxe,FALSE,TRUE,FALSE,TRUE
E4rToBZEB7MG7s8Sa,FALSE,TRUE,FALSE,TRUE
XevNCz8qqcqTXr5pW,FALSE,TRUE,FALSE,TRUE
SMHfJheiweAjeNRvy,FALSE,TRUE,FALSE,TRUE
tujkS2GENp3z8FeAc,FALSE,TRUE,FALSE,TRUE
dzKFTMPehMyZYgeAk,FALSE,TRUE,FALSE,TRUE
NLvmSrsxqWKGyXd3K,FALSE,TRUE,FALSE,TRUE
sbrwJSaHracDn3eDy,FALSE,TRUE,FALSE,TRUE
SprP2FC2t8kSFhogQ,FALSE,TRUE,FALSE,TRUE
6k4CkXcvFhiApASYs,FALSE,TRUE,FALSE,TRUE
etH6kyvNhSox7ykbi,FALSE,TRUE,FALSE,TRUE
TeEgWEsjdwrNCWGrL,FALSE,TRUE,FALSE,TRUE
zh7KHtJAWp7n7gFKh,FALSE,TRUE,FALSE,TRUE
u7mxp2iojhAh5eTfq,FALSE,TRUE,FALSE,TRUE
qadNdWnKvS4paQeSt,FALSE,TRUE,FALSE,TRUE
GiiXNfbxrfdCD8tig,FALSE,TRUE,FALSE,TRUE
Whi6TgxJnFad83o2w,FALSE,TRUE,FALSE,TRUE
TEbYnqkSufjwXW9Cd,FALSE,TRUE,FALSE,TRUE
gXvtXfk54dwMvwrmo,FALSE,TRUE,FALSE,TRUE
Ato9uefGRFTCxBoNF,FALSE,TRUE,FALSE,TRUE
edCXbKxeut84eDJ8a,FALSE,TRUE,FALSE,TRUE
aTh2TfYiRdXxvo8Rt,FALSE,TRUE,FALSE,TRUE
Dse9e7YEtrCxGczzh,FALSE,TRUE,FALSE,TRUE
6MCQN5LWwjwdRkf9Z,FALSE,TRUE,FALSE,TRUE
C7qujoCkwKta7e3kX,FALSE,TRUE,FALSE,TRUE
n7FDE5H53HpJrrpyw,FALSE,TRUE,FALSE,TRUE
8egbovQekiG2kbz2t,FALSE,TRUE,FALSE,TRUE
d4Bu4LgPFZLPidrao,FALSE,TRUE,FALSE,TRUE
KAwwJeaoTbtHAnr3a,FALSE,TRUE,FALSE,TRUE
atJm7vTYpWdGeAC45,FALSE,TRUE,FALSE,TRUE
tQ7cE6BZZngRXf4EC,FALSE,TRUE,FALSE,TRUE
MAiXZmqTZdmShY88z,FALSE,TRUE,FALSE,TRUE
8yhT2tAkGzZSGB6ht,FALSE,TRUE,FALSE,TRUE
SbzFcQxFL9djyNuMm,FALSE,TRUE,FALSE,TRUE
3cYi2BvwXPyATNuv8,FALSE,TRUE,FALSE,TRUE
ZWEKxPnrbWG7vsDky,FALSE,TRUE,FALSE,TRUE
hSZEoPNeQMMYrWa79,FALSE,TRUE,FALSE,TRUE
D3DM9D4YR6eqjoCN9,FALSE,TRUE,FALSE,TRUE
7e45WKKjovm3uSCWj,FALSE,TRUE,FALSE,TRUE
RAc5QG7N7mtcTdTMX,FALSE,TRUE,FALSE,TRUE
FMWenFWZcY3wM5MFC,FALSE,TRUE,FALSE,TRUE
RbpDhBLcYH4j3pvt2,FALSE,TRUE,FALSE,TRUE
PhE58498vnHY8SK5A,FALSE,TRUE,FALSE,TRUE
FJKeh7Mro2EaZQrCZ,FALSE,TRUE,FALSE,TRUE
YGFgqarxT2b8gnWLg,FALSE,TRUE,FALSE,TRUE
WKEo4va7iJLpxEYgt,FALSE,TRUE,FALSE,TRUE
yM9vAb8ETiHRsfdiB,FALSE,TRUE,FALSE,TRUE
58fRQYYnQZrcQBDNs,FALSE,TRUE,FALSE,TRUE
zgWxajp5k6nBRC9pM,FALSE,TRUE,FALSE,TRUE
matmtK77Y7Ng7DnwP,FALSE,TRUE,FALSE,TRUE
my3TEsfTP7Rf3Jhdo,FALSE,TRUE,FALSE,TRUE
tMPQKCHKG76kTSa6c,FALSE,TRUE,FALSE,TRUE
kNN68sPamyZEMcKED,FALSE,TRUE,FALSE,TRUE
BcWD92LuTedKEGqnk,FALSE,TRUE,FALSE,TRUE
uCPaC8cXQ328yf84f,FALSE,TRUE,FALSE,TRUE
inAWvx6qWjoDJXFHR,FALSE,TRUE,FALSE,TRUE
8BqF66JW6uaT2ERoR,FALSE,TRUE,FALSE,TRUE
hk2w8Qs5zg2C2pZKT,FALSE,TRUE,FALSE,TRUE
7szEMtzuzPF9LFXWN,FALSE,TRUE,FALSE,TRUE
7d3N2ZzCuzqZmqvGS,FALSE,TRUE,FALSE,TRUE
n2rsd5ezLDLfpb3Go,FALSE,TRUE,FALSE,TRUE
w2BPyWgPr2Xi2Qdro,FALSE,TRUE,FALSE,TRUE
AdCNZE7Xc7pQvcyuT,FALSE,TRUE,FALSE,TRUE
B2SwQhjkNzak56XcA,FALSE,TRUE,FALSE,TRUE
XXGLvLi2qFdXwdims,FALSE,TRUE,FALSE,TRUE
FE6vccFauNRCgRuj7,FALSE,FALSE,TRUE,FALSE
WRrrjddCkWATqKCEn,FALSE,FALSE,TRUE,FALSE
LpRARwCf4m2SnN7YL,FALSE,FALSE,TRUE,FALSE
MnRH36ferNHuWkGJh,FALSE,FALSE,TRUE,FALSE
hA9urwzivWTdEHFyH,FALSE,FALSE,TRUE,FALSE
aYcS5STicPHQhkPCN,FALSE,FALSE,TRUE,FALSE
pdCa4xsX39Kn4wkuz,FALSE,FALSE,TRUE,FALSE
oD86rfgh9WZo9gs53,FALSE,FALSE,TRUE,FALSE
A2xYqBYevdm95EgvW,FALSE,TRUE,FALSE,TRUE
tJycGkK2bkDbkfH6H,FALSE,TRUE,FALSE,TRUE
khP7TPfWJFziysppy,FALSE,TRUE,FALSE,TRUE
a7QLYRSrp7qYBncbQ,FALSE,TRUE,FALSE,TRUE
GXqxMzdK4uSSLgh2r,FALSE,TRUE,FALSE,TRUE
XG5yDiNsiS3iYQ86f,FALSE,TRUE,FALSE,TRUE
rJ6XcP7hnLAdPQnSW,FALSE,TRUE,FALSE,TRUE
wiDXp2jhc9gDontZd,FALSE,TRUE,FALSE,TRUE
hwwWL9r6bFfdvuC2Z,FALSE,TRUE,FALSE,TRUE
bs8nSEeWWnifdCLv5,FALSE,TRUE,FALSE,TRUE
JonDQGorD3o3MrrwT,FALSE,TRUE,FALSE,TRUE
6s7phmS4watofExnd,FALSE,TRUE,FALSE,TRUE
aSNYiQ9eMC6cntDJp,FALSE,TRUE,FALSE,TRUE
Zc5bumixEtDdKT59r,FALSE,TRUE,FALSE,TRUE
zCn44x3beQ8G8Dna7,FALSE,TRUE,FALSE,TRUE
FyC8fe6YfntWN3Bz6,FALSE,TRUE,FALSE,TRUE
cXKNZkCugNQWiaB7o,FALSE,TRUE,FALSE,TRUE
khsPdhGEtu9MBgdPK,FALSE,TRUE,FALSE,TRUE
C2xPZey8wu6SXsP55,FALSE,TRUE,FALSE,TRUE
uLRRxQ9bd9KmP9gXG,FALSE,TRUE,FALSE,TRUE
3rTcLoj8ghfenGYi6,FALSE,TRUE,FALSE,TRUE
bqfo5GNjkEHYcvP4j,FALSE,TRUE,FALSE,TRUE
xh3cFfyK2BcnY8K48,FALSE,TRUE,FALSE,TRUE
3u6rWaG4i8SHTGLC7,FALSE,TRUE,FALSE,TRUE
oZnezDJoMgZsmtYAE,FALSE,TRUE,FALSE,TRUE
xxNGAuDmbE5mS8Pvm,FALSE,TRUE,FALSE,TRUE
K6rYoGddHcZXf9pcz,FALSE,TRUE,FALSE,TRUE
WAjTZNn9zWNeAEmkF,FALSE,TRUE,FALSE,TRUE
Z5nWN6mMZrdfPRbrG,FALSE,TRUE,FALSE,TRUE
fDurnLfo99gTz4Mec,FALSE,TRUE,FALSE,TRUE
QKxdccHKrPrAL7gs3,FALSE,TRUE,FALSE,TRUE
QSap5eKnNzdocR5Rj,FALSE,TRUE,FALSE,TRUE
hoPZHBjtdrmtQFwbW,FALSE,FALSE,TRUE,FALSE
iWSD7v7sahg432NoB,FALSE,FALSE,TRUE,FALSE
sudGbdjxgLFWnFYiN,FALSE,FALSE,TRUE,FALSE
GzLQ5qFvYb6yGp6ry,FALSE,FALSE,TRUE,FALSE
B3N6pFB6Lg4Ba6NJd,FALSE,FALSE,TRUE,FALSE
tFNMuK8wMPgBbcQSR,FALSE,TRUE,FALSE,TRUE
gBgxXTg5sdDpWjMYN,FALSE,TRUE,FALSE,TRUE
YMr98F45XNpMx2yKk,FALSE,TRUE,FALSE,TRUE
9j9CToxTa98p8ADsX,FALSE,TRUE,FALSE,TRUE
DrPRBrfarLR5Dg3hn,FALSE,TRUE,FALSE,TRUE
FTAzAxnhcegy2HrJo,FALSE,TRUE,FALSE,TRUE
qQ7tE6QPJsup4f5SY,FALSE,TRUE,FALSE,TRUE
mNEhzPfdZo5uFJgvu,FALSE,TRUE,FALSE,TRUE
KKtvkcrumjDTNKZzB,FALSE,TRUE,FALSE,TRUE
3JgqHzKRyJgqfoZBv,FALSE,TRUE,FALSE,TRUE
YsTREBbjLRHoiAuDT,FALSE,TRUE,FALSE,TRUE
qJdb2G7ruCmuijzZ6,FALSE,TRUE,FALSE,TRUE
QRoa6WtcrPAcJSr8n,FALSE,TRUE,FALSE,FALSE
Tiho3w4ZpFyBs9NJk,FALSE,TRUE,FALSE,FALSE
xYeAb9JdRdHfS2XwW,FALSE,TRUE,FALSE,FALSE
Rs5vhnfy6FfMnfafs,FALSE,TRUE,FALSE,FALSE
MaZX4782ksqyGNuDf,FALSE,TRUE,FALSE,FALSE
qPpkfGyC5MJCaM66G,FALSE,TRUE,FALSE,FALSE
mXnM5GNSjwfxXcs9y,FALSE,TRUE,FALSE,FALSE
uRpbWPYDPYed87iGJ,FALSE,TRUE,FALSE,FALSE
cNDbzjeY4jPFneYs7,FALSE,TRUE,FALSE,FALSE
sSQ4FGyAfJAZDEyyG,FALSE,TRUE,FALSE,FALSE
3P2tspJyPSwG6QcFQ,FALSE,TRUE,FALSE,FALSE
74P7tLbyEZrpKvApH,FALSE,TRUE,FALSE,FALSE
uwPNW4SKvyZSDgrr5,FALSE,TRUE,FALSE,FALSE
yvNp9WZdDzNapncNW,FALSE,TRUE,FALSE,FALSE
FKkmBewqydtbahDnN,FALSE,TRUE,FALSE,FALSE
adYRedjai5kyvXgXi,FALSE,TRUE,FALSE,FALSE
4XfpCWvroHBS2cyy9,FALSE,TRUE,FALSE,FALSE
6LZkJtd2yBuksmagQ,FALSE,TRUE,FALSE,FALSE
bKmHa5c42pn7zT8A4,FALSE,TRUE,FALSE,FALSE
z9F9xZfFajuxvQsNf,FALSE,TRUE,FALSE,FALSE
BvaZkCoaQaetN8Ne7,FALSE,TRUE,FALSE,FALSE
KKNbtA4LAciMe2hB8,FALSE,TRUE,FALSE,FALSE
9rwSiPhTuvpByno74,FALSE,TRUE,FALSE,FALSE
5YRKzJ4SAbrvhh52C,FALSE,TRUE,FALSE,FALSE
8CZv66ph6jQhktPNM,FALSE,FALSE,TRUE,FALSE
WPBvK3psRSd7LnPHA,FALSE,FALSE,TRUE,FALSE
S8ToJeHk95jjQKr4z,FALSE,FALSE,TRUE,FALSE
qsxAsMBP75nzCcjFh,FALSE,FALSE,TRUE,FALSE
heAnz8cTRvuiYRaXD,FALSE,TRUE,FALSE,TRUE
kRZQ8deQfYc7wSCE6,FALSE,TRUE,FALSE,TRUE
y5u7SQ5TT2vRn9wEX,FALSE,TRUE,FALSE,TRUE
cbbeep6nGxy74h2NM,FALSE,TRUE,FALSE,TRUE
9A4Q2SmtfM2yEpMLJ,FALSE,TRUE,FALSE,TRUE
W7tW26QEMaobkH3YB,FALSE,TRUE,FALSE,TRUE
BNviYpPKm6sdKH2Ne,FALSE,TRUE,FALSE,TRUE
duF9PsZQC98Rx8dCm,FALSE,TRUE,FALSE,TRUE
si2MAS7xkGLYbbkpw,FALSE,TRUE,FALSE,TRUE
EyJABze6ajWPuNnFW,FALSE,TRUE,FALSE,TRUE
oNB68dqM9aGzXMfdK,FALSE,TRUE,FALSE,TRUE
yBe4uerAv5uHww8XB,FALSE,TRUE,FALSE,TRUE
u55AW4g7udJszSZvC,FALSE,TRUE,FALSE,TRUE
seziiMGiAJjaLpN6K,FALSE,TRUE,FALSE,TRUE
vykiTRvXpf3iyzyHT,FALSE,TRUE,FALSE,TRUE
PDpGfn6RT7k2TBvfn,FALSE,TRUE,FALSE,TRUE
YY9DThLxragxuCtsb,FALSE,TRUE,FALSE,TRUE
TomLT6ErqvhtyHWBD,FALSE,TRUE,FALSE,TRUE
PcQaapRq3gCRPpxjo,FALSE,TRUE,FALSE,TRUE
DeZ9CJbcubQW4Skho,FALSE,TRUE,FALSE,TRUE
9CeQ4euhbw5sMSxBJ,FALSE,TRUE,FALSE,TRUE
ztDHbywWyAMugQw9a,FALSE,TRUE,FALSE,TRUE
kYCRpKyhmcGyFyRjE,FALSE,TRUE,FALSE,TRUE
hHDXhaLcySbPZLXWh,FALSE,TRUE,FALSE,TRUE
gi4zRDm7tWoTmxhiG,FALSE,TRUE,FALSE,TRUE
tCiuEzrPc7Gybx3nG,FALSE,TRUE,FALSE,TRUE
8MqYzGbsCoz9xdWto,FALSE,TRUE,FALSE,TRUE
